base_capture_points	base_defense_points	base_xp	battles	big_image	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	frags	hit_rate	image	isPrem	life_time	name	nation	pen_rate	penetrations	player_winrate	player_wn8	potential_damage_received	shots_fired	sniper_damage	spots	spotting_assist	survival	tank_id	tier	tracking_assist	winrate	winrate_differential	wn8	wnx
1.15	0.11	534	116896	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R153_Object_705.png	HT	1452	1293	1901	5.55	1115	0.63	75.87	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R153_Object_705.png	False	305	Obj. 705	USSR	60.41	3.35	48.66	1137	3201	7.31	135	0.74	297	28.81	20737	9	45	49.21	0.55	1210	1132
0.56	0.23	495	116788	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz38_SZDV_vz50.png	TD	1439	425	1163	5.28	1131	0.87	66.74	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz38_SZDV_vz50.png	True	298	SZDV Vz. 50	Czech	76.04	4.01	50.88	1508	1642	7.91	645	0.5	186	28.53	5233	8	45	51.17	0.29	1404	1441
0.75	0.3	400	116767	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB41_Challenger.png	TD	864	27	808	5.19	1168	0.7	60.74	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB41_Challenger.png	False	289	Challenger	UK	75.64	3.92	48.45	1009	845	8.54	410	0.48	159	25.76	14161	7	31	49	0.55	1036	1090
0.84	0.12	463	116185	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz18_TNH_105_1000.png	HT	1026	532	1544	5.09	1136	0.53	74.17	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz18_TNH_105_1000.png	False	271	TNH 105/1000	Czech	63.76	3.25	48.54	1112	2115	6.87	132	0.87	225	21.73	3441	8	38	47.08	-1.46	1089	1001
0.69	0.15	583	116161	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It18_Progetto_C45_mod_71.png	HT	1431	590	1333	6.25	1182	0.83	76.97	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It18_Progetto_C45_mod_71.png	True	273	Bisonte C45	Italy	69.17	4.32	49.38	1404	1960	8.12	189	1.05	262	24.46	51105	8	47	51.56	2.18	1520	1472
0.86	0.14	492	115912	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It17_Progetto_CC55_mod_54.png	HT	1143	480	1478	5.8	1197	0.67	75.61	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It17_Progetto_CC55_mod_54.png	False	277	Progetto 54	Italy	66.32	3.85	48.47	1034	1997	7.67	175	0.93	242	23.72	3745	8	43	49.05	0.58	1176	1159
1.19	0.26	439	114898	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It26_CC_56.png	TD	882	614	1006	4.86	1051	0.7	67.6	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It26_CC_56.png	False	305	SMV CC-56	Italy	67.64	3.29	48.8	1072	1599	7.19	199	0.57	193	31.32	4513	7	33	51.03	2.23	1129	1186
0.98	0.09	463	110952	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R73_KV4.png	HT	982	1076	1677	5.38	1002	0.51	72.79	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R73_KV4.png	False	276	KV-4	USSR	59.16	3.18	48.22	1031	2806	7.4	109	0.62	211	22.89	11009	8	36	47.57	-0.65	988	898
0.62	0.09	396	110594	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A169_PattonIII_120.png	MT	812	355	1572	3.5	1131	0.38	62.77	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A169_PattonIII_120.png	True	264	Patton Tank	USA	61.77	2.16	47.68	884	1973	5.57	212	0.65	265	18.67	50465	9	33	43.99	-3.69	587	510
0.63	0.35	423	110570	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB104_GSR_3301_Setter.png	LT	498	2	905	5.59	1536	0.5	71.92	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB104_GSR_3301_Setter.png	False	239	Setter	UK	80.56	4.51	49.7	1294	866	7.78	109	2.59	685	18.67	59729	7	13	48.8	-0.9	1087	1105
0.99	0.44	273	110526	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G10_PzIII_AusfJ.png	MT	455	100	520	8.69	1195	0.77	62.14	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G10_PzIII_AusfJ.png	False	219	Pz. III J	Germany	76.39	6.64	48.36	1031	615	13.98	75	1.32	129	21.42	4369	4	15	50.04	1.68	1470	1527
0.63	0.26	451	110294	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G113_SP_I_C.png	LT	682	0	896	4.29	1467	0.63	68.88	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G113_SP_I_C.png	False	242	SP I C	Germany	77.48	3.32	49.72	1308	862	6.23	168	2.33	609	20.55	18961	7	27	49.87	0.15	1356	1270
0.42	0.21	627	109540	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB134_Gryphon.png	HT	2575	694	2011	9.11	1403	0.97	81.34	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB134_Gryphon.png	True	291	Gryphon	UK	71.38	6.5	53.1	1880	2665	11.2	428	1.2	408	28.33	63057	10	100	53.17	0.07	1949	1944
0.73	0.16	495	109406	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch14_T34_3.png	MT	1072	438	1259	4.32	1371	0.67	67.84	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch14_T34_3.png	True	277	T-34-3	China	68.69	2.97	48.98	1200	1735	6.37	216	0.99	354	23.95	64049	8	35	49.26	0.28	1178	1097
0.98	0.2	293	108510	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G81_Pz_IV_AusfH.png	MT	461	59	631	4.72	1105	0.65	59.15	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH.png	False	239	Pz. IV H	Germany	61.23	2.89	47.97	958	669	7.98	88	0.86	151	20.48	18193	5	28	49.03	1.06	1119	1061
0.87	0.27	389	108251	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A06_M4A3E8_Sherman.png	MT	658	153	891	8.12	1222	0.68	63.34	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A06_M4A3E8_Sherman.png	False	260	E8 Sherman	USA	72.77	5.91	48.23	1033	1018	12.82	159	0.89	210	23.28	1313	6	21	48.65	0.42	1187	1091
0.86	0.33	446	108069	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A172_M4A3E8_Sherman_BPXIV.png	MT	770	148	863	9.11	1272	0.81	64.08	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A172_M4A3E8_Sherman_BPXIV.png	True	266	M4A3(76)W	USA	75.49	6.88	48.82	1163	992	14.22	211	0.99	231	24.98	49697	6	22	50.61	1.79	1259	1325
0.91	0.19	507	107429	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R93_Object263.png	TD	1481	1083	1578	4.67	1274	0.69	70.93	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R93_Object263.png	False	310	Obj. 263	USSR	66	3.08	49.36	1190	2657	6.58	361	0.76	272	28.79	21249	9	43	49.82	0.46	1208	1151
0.72	0.14	575	107256	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch58_111_Vz51.png	HT	1483	978	1387	6.82	1199	0.79	74.64	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch58_111_Vz51.png	True	279	WZ-111 6	China	64.96	4.43	50.84	1503	2390	9.14	166	1.1	295	25.96	58929	8	44	51.65	0.81	1472	1582
0.93	0.12	477	106325	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G67_VK4502A.png	HT	1022	742	1624	5.84	1133	0.55	72.51	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G67_VK4502A.png	False	276	VK 45.02 A	Germany	59.04	3.45	47.91	951	2411	8.06	151	0.86	249	23.5	10513	8	42	48.24	0.33	1044	1001
0.72	0.14	497	105559	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A117_T26E5_Patriot.png	HT	964	653	1435	6.87	1163	0.5	72.08	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A117_T26E5_Patriot.png	True	268	T26E5 P	USA	60.92	4.19	48.76	1123	2133	9.53	147	1.03	285	20.98	59169	8	40	47.41	-1.35	1016	941
0.99	0.34	222	105079	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G101_StuG_III.png	TD	409	91	343	3.87	890	0.74	55.31	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G101_StuG_III.png	False	245	StuG III B	Germany	73.35	2.84	47.51	873	447	6.99	129	0.44	64	24.57	17937	4	21	49.36	1.85	972	1073
0.38	0.24	659	104571	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A174_T57_58_Rush_Ep1.png	HT	3027	689	2144	10.85	1353	1.2	81.68	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A174_T57_58_Rush_Ep1.png	True	292	Stinger	USA	73.87	8.02	55.39	2286	2808	13.29	474	0.86	314	30.11	65569	10	85	55.25	-0.14	2201	2217
1.12	0.12	533	104406	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R63_ST_I.png	HT	1449	1265	1809	5.85	1130	0.63	75.12	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R63_ST_I.png	False	304	ST-I	USSR	62.16	3.63	48.73	1110	3113	7.78	137	0.73	297	28.62	10753	9	45	48.7	-0.03	1214	1138
1.04	0.23	373	104242	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It10_P43_bis.png	MT	671	152	795	4.86	1164	0.68	62.24	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It10_P43_bis.png	False	262	P.43 bis	Italy	71.44	3.47	48.31	1001	941	7.8	145	0.73	191	23.73	1697	6	26	48.46	0.15	1137	1012
1.01	0.1	503	103964	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G58_VK4502P.png	HT	1313	1285	1870	5.31	1055	0.57	75.65	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G58_VK4502P.png	False	301	VK 45.02 B	Germany	59.14	3.14	48.37	1059	3185	7.02	167	0.64	297	27.21	7441	9	43	47.79	-0.58	1083	985
0.98	0.16	496	103935	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A80_T26_E4_SuperPershing.png	MT	949	776	1347	6.35	1221	0.57	69.92	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A80_T26_E4_SuperPershing.png	True	280	T26E4	USA	65.09	4.13	48.85	1087	2175	9.08	172	0.94	355	24.49	13345	8	41	48.88	0.03	1094	947
0.91	0.27	304	103623	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R04_T-34.png	MT	493	93	588	7.05	1185	0.67	58.9	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R04_T-34.png	False	240	T-34	USSR	74.44	5.25	45.66	1017	667	11.98	108	1.01	171	20.78	1	5	19	49.37	3.71	1276	1227
0.58	0.14	518	103477	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J36_Type_63_HT.png	HT	1182	576	1332	5.88	1168	0.57	75.83	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J36_Type_63_HT.png	True	270	Type 63	Japan	66.54	3.91	49.95	1256	1935	7.75	200	0.99	253	21.97	53601	8	36	48.68	-1.27	1162	1159
0.1	0.39	404	103127	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F28_105_leFH18B2.png	SPG	802	18	196	5.35	311	1.23	28.59	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F28_105_leFH18B2.png	True	348	leFH18B2	France	20.01	1.07	49.96	1200	215	18.73	717	0.07	29	45.22	2113	5	89	54.56	4.6	1616	1702
0.84	0.3	341	103038	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB45_Achilles_IIC.png	TD	639	32	614	5.84	1048	0.65	59.5	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB45_Achilles_IIC.png	False	273	Achilles	UK	77.31	4.51	48.29	965	644	9.81	318	0.49	136	24.28	14417	6	26	48.07	-0.22	1019	959
0.76	0.21	453	102794	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F36_AMX_AC_Mle1948.png	TD	1166	410	1106	4.71	1170	0.76	67.56	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F36_AMX_AC_Mle1948.png	False	307	AMX AC 48	France	74.56	3.51	49.42	1186	1566	6.96	467	0.46	189	28.23	12097	8	38	48.3	-1.12	1202	1183
0.35	0.19	471	102049	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G140_HWK_30.png	LT	775	4	1078	4.12	1473	0.53	69.53	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G140_HWK_30.png	True	217	HWK 30	Germany	73.53	3.03	51.77	1692	1068	5.93	220	2.86	832	15.09	47377	8	35	49.51	-2.26	1374	1467
0.89	0.34	376	101488	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A31_M36_Slagger.png	TD	784	112	528	4.92	1024	0.79	61.83	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A31_M36_Slagger.png	False	296	Jackson	USA	76.61	3.77	48.67	1048	647	7.95	368	0.46	144	30.25	7201	6	30	50.18	1.51	1269	1257
1.68	0.27	401	100909	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB74_AT8.png	TD	709	835	726	6.83	897	0.69	64.68	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB74_AT8.png	False	303	AT 8	UK	74.26	5.07	48.36	984	1534	10.56	152	0.45	169	33.95	9553	6	26	51.46	3.1	1171	1103
1.12	0.15	460	100173	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A39_T28.png	TD	1093	1020	1377	4.68	963	0.63	69.32	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A39_T28.png	False	309	T28	USA	65.67	3.07	48.42	1031	2445	6.74	253	0.42	215	29.26	8225	8	36	47.39	-1.03	1010	993
0.63	0.14	471	99853	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F131_Brennos.png	HT	1092	459	1477	5.26	1205	0.55	73.5	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F131_Brennos.png	True	259	Brennos	France	68.59	3.61	48.52	1287	1992	7.15	203	1	236	19.72	66881	8	39	48.63	0.11	1079	1097
0.38	0.34	588	99650	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F116_Bat_Chatillon_Bourrasque_DV.png	MT	1547	4	1103	5.86	1719	1.05	74.17	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F116_Bat_Chatillon_Bourrasque_DV.png	True	273	Miel	France	80.54	4.72	52.32	1716	1090	7.9	451	1.75	587	25.65	57409	8	47	52.65	0.33	1751	1921
0.71	0.16	599	99439	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB139_FV226_Contradictious.png	HT	1593	1000	1448	7	1218	0.83	75.72	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB139_FV226_Contradictious.png	True	279	Contradictious	UK	67.7	4.74	51.31	1571	2470	9.24	179	1.13	278	26.53	63825	8	47	53.64	2.33	1586	1662
0.54	0.16	565	99109	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch41_WZ_111_5A.png	HT	2035	1027	2107	7.02	1316	0.71	77.95	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch41_WZ_111_5A.png	False	284	WZ-111 5A	China	62.72	4.4	50.73	1501	3125	9.01	238	1.15	372	25.65	6193	10	61	49.44	-1.29	1523	1398
1.07	0.16	450	98772	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl11_45TP_Habicha.png	HT	903	401	1243	4.86	1115	0.64	70.21	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl11_45TP_Habicha.png	False	270	45TP	Poland	67.75	3.29	48.08	979	1640	6.92	111	0.8	202	23.94	2705	7	32	49.19	1.11	1092	1044
0.84	0.31	376	97892	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S07_Strv_74.png	MT	682	41	806	6.36	1192	0.66	66.42	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S07_Strv_74.png	False	263	Strv 74	Sweden	75.54	4.8	48.48	1046	823	9.57	219	0.73	186	23.73	1409	6	29	48.57	0.09	1179	1027
0.89	0.24	443	97804	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl20_CS_44.png	MT	867	244	1064	4.7	1318	0.67	66.57	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl20_CS_44.png	False	273	CS-44	Poland	72.95	3.43	48.99	1150	1299	7.05	199	0.98	273	24.1	4241	7	33	49.91	0.92	1193	1172
0.45	0.16	432	97324	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R107_LTB.png	LT	574	112	1128	4.12	1563	0.44	69.36	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R107_LTB.png	False	217	LTTB	USSR	75.84	3.13	50.15	1305	1270	5.95	129	2.68	788	14.21	18433	8	15	47.94	-2.21	915	1028
0.88	0.52	480	96690	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A123_T78.png	TD	1013	52	528	5.78	1264	1.05	62.73	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A123_T78.png	True	312	T78	USA	80.55	4.66	50.36	1365	572	9.21	486	0.71	203	34.33	61217	6	36	53.58	3.22	1538	1777
1.26	0.46	258	96577	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB07_Matilda.png	MT	447	241	489	11.24	811	0.71	63.67	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB07_Matilda.png	False	261	Matilda	UK	74.99	8.43	48	952	737	17.66	78	0.57	103	28.87	849	4	11	49.84	1.84	1201	1237
0.8	0.16	467	96539	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It30_CC_mod_64_Prem.png	TD	1126	906	1146	4.76	1013	0.64	71.33	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It30_CC_mod_64_Prem.png	True	288	Vipera	Italy	64.82	3.09	49.52	1170	2099	6.67	213	0.56	209	25.37	50337	8	40	47.48	-2.04	1060	1040
0.79	0.11	454	96495	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F81_Char_de_65t.png	HT	990	502	1596	5.01	1070	0.5	72.62	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F81_Char_de_65t.png	False	267	AMX 65 t	France	61.79	3.1	47.81	1041	2153	6.9	147	0.72	210	20.96	16449	8	38	47.42	-0.39	1056	946
0.93	0.18	448	96238	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R58_SU-101.png	TD	1070	590	1129	4.24	1197	0.62	65.13	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R58_SU-101.png	False	301	SU-101	USSR	70.75	3	48.73	1095	1750	6.51	342	0.62	227	26.9	9985	8	34	49.18	0.45	1100	1020
0.92	0.36	284	96156	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A30_M10_Wolverine.png	TD	509	39	418	6.34	998	0.68	56.77	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A30_M10_Wolverine.png	False	267	Wolverine	USA	74.16	4.7	48.34	989	457	11.16	232	0.57	121	24.83	6945	5	24	49.06	0.72	1039	1106
1.18	0.18	461	95743	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A147_M_II_Y.png	HT	887	523	1223	5.78	1123	0.62	69.71	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A147_M_II_Y.png	False	281	M-II-Y	USA	68.39	3.95	48.3	954	1747	8.29	116	0.88	236	26.13	20769	7	32	49.21	0.91	1037	1044
1.01	0.15	516	95585	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A122_TS-5.png	TD	1232	909	1323	5.09	1005	0.7	67.49	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A122_TS-5.png	True	292	TS-5	USA	66	3.36	49.36	1237	2291	7.54	281	0.57	238	27.01	60449	8	39	48.76	-0.6	1136	1173
0.35	0.18	623	93453	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A150_MBT_B.png	HT	2799	185	1890	9.87	1418	1.11	75.02	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A150_MBT_B.png	True	279	MBT-B	USA	74.56	7.36	54.31	2015	2069	13.16	426	1.01	332	26.83	33825	10	89	53.87	-0.44	2073	2056
0.33	0.15	436	93452	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G120_M41_90_GrandFinal.png	LT	684	8	1038	3.74	1368	0.47	66.85	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G120_M41_90_GrandFinal.png	True	207	M 41 90 GF	Germany	71.42	2.67	50.82	1522	1038	5.59	181	2.57	706	13.31	50961	8	32	47.74	-3.08	1126	1137
0.39	0.32	534	93159	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G154_Kpz_07_RH.png	MT	1237	173	1231	7.97	1647	0.87	65.77	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G154_Kpz_07_RH.png	True	269	Kpz 07 RH	Germany	70.2	5.6	51.55	1628	1443	12.13	391	1.4	430	22.56	45841	8	44	52.01	0.46	1634	1531
0.8	0.39	354	92538	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G26_VK1602.png	LT	502	47	590	19.24	1490	0.72	58.01	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G26_VK1602.png	False	226	Leopard	Germany	70.11	13.49	50.02	1257	618	33.17	61	2.2	320	20.83	5393	5	13	51.16	1.14	1836	1312
0.75	0.13	548	92285	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F83_AMX_M4_Mle1949_Bis.png	HT	1591	1033	1784	6.14	1199	0.68	76.97	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F83_AMX_M4_Mle1949_Bis.png	False	290	AMX M4 51	France	64.83	3.98	49.76	1301	2835	7.98	196	0.87	284	26.25	16705	9	55	49.72	-0.04	1280	1283
0.77	0.1	481	91878	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F74_AMX_M4_1949_Liberte.png	HT	968	765	1432	5.44	1072	0.48	72.98	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F74_AMX_M4_1949_Liberte.png	True	270	AMX M4 49 L	France	62.44	3.4	47.91	1035	2246	7.46	132	0.79	246	21.69	62017	8	37	47.12	-0.79	981	884
0.61	0.24	498	91702	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J14_Type_61.png	MT	1366	198	1597	6.15	1470	0.72	67.15	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J14_Type_61.png	False	294	Type 61	Japan	72.79	4.48	49.53	1287	1788	9.16	453	0.84	378	25.66	3425	9	52	49.08	-0.45	1221	1123
0.92	0.12	528	91456	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R119_Object_777.png	HT	1386	1119	1742	5.24	1251	0.62	73.29	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R119_Object_777.png	True	288	Obj. 777 II	USSR	64.54	3.38	48.54	1103	2894	7.15	155	1.02	343	25.95	44545	9	44	50.28	1.74	1143	1133
0.72	0.23	519	90366	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F37_AMX50_Foch.png	TD	1615	571	1325	6.14	1289	0.88	72.5	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F37_AMX50_Foch.png	False	313	Foch	France	71.49	4.39	50.01	1293	1925	8.47	582	0.6	255	29.08	11073	9	58	50.22	0.21	1316	1337
0.89	0.12	379	88876	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F06_ARL_44.png	HT	724	301	945	4.34	968	0.55	67.81	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F06_ARL_44.png	False	238	ARL 44	France	74.77	3.24	47.99	1008	1219	6.4	95	0.84	154	18.85	2625	6	26	47.73	-0.26	1150	1024
0.43	0.21	459	88274	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB101_FV1066_Senlac.png	LT	640	2	982	4.18	1493	0.49	71.12	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB101_FV1066_Senlac.png	True	213	Senlac	UK	72.25	3.02	51.15	1568	956	5.88	167	3.1	942	14.65	58449	8	24	48.92	-2.23	1119	1399
